Time,position,speed,result
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0.1,0.01,0
15,0.19,0.018,1
16,0.271,0.0243,2
17,0.3439,0.02916,2
18,0.40951,0.032805,2
19,0.468559,0.0354294,3
20,0.5217031,0.03720087,3
21,0.56953279,0.038263752,3
22,0.612579511,0.0387420489,3
23,0.6513215599,0.0387420489,3
24,0.68618940391,0.038354628411,3
25,0.717570463519,0.0376572715308,3
26,0.7458134171671,0.03671583974253,3
27,0.77123207545039,0.035586121596606,3
28,0.794108867905351,0.0343151886824415,3
29,0.814697981114816,0.0329425811351438,3
30,0.833228183003334,0.0315013432104813,2
31,0.849905364703001,0.0300189270593998,2
32,0.864914828232701,0.0285179807064298,2
33,0.878423345409431,0.0270170343534598,2
34,0.890581010868488,0.0255310974640196,2
35,0.901522909781639,0.0240721776089327,2
36,0.911370618803475,0.0226497307502231,2
37,0.920233556923127,0.021271051487166,2
38,0.928210201230815,0.0199416107692181,2
39,0.935389181107733,0.0186653476799882,2
40,0.94185026299696,0.017444921100912,1
41,0.947665236697264,0.0162819263608512,1
42,0.952898713027538,0.0151770813577935,1
43,0.957608841724784,0.0141303860917387,1
44,0.961847957552305,0.013141259065317,1
45,0.961847957552305,0.013141259065317,1
46,0.969096845617367,0.0122086535832623,1
47,0.972187161055631,0.00973449363052926,1
48,0.972187161055631,0.00973449363052926,1
49,0.977471600455061,0.00901135981797566,1
50,0.979724440409555,0.00833550783162748,1
51,0.981751996368599,0.00770471264436919,1
52,0.983576796731739,0.00711672141624628,1
53,0.985219117058565,0.00656928130730426,1
54,0.986697205352709,0.00606016200598817,1
55,0.988027484817438,0.00558717375186227,1
56,0.989224736335694,0.00514818152850166,0
57,0.990302262702125,0.00474111601229455,0
58,0.991272036431912,0.00436398178404385,0
59,0.992144832788721,0.00401486324132035,0
60,0.992930349509849,0.0036919285893011,0
61,0.993637314558864,0.00339343223527251,0
62,0.994273583102978,0.00311771586615661,0
63,0.99484622479268,0.00286320844851118,0
64,0.995361602313412,0.00262842535573327,0
65,0.995825442082071,0.00241196679702582,0
66,0.996242897873864,0.00221251569650254,0
67,0.996618608086477,0.00202883514811365,0
68,0.99695674727783,0.00185976555243751,0
69,0.947261072550047,-0.00329577847558453,0
70,0.902534965295042,-0.00743881135352655,0
71,0.862281468765538,-0.0107202798711243,0
72,0.826053321888984,-0.0132710665716673,0
73,0.793447989700086,-0.0152044931333904,0
74,0.764103190730077,-0.0166185237170522,0
75,0.737692871657069,-0.0175977032526477,0
76,0.713923584491363,-0.0182148616439537,-1
77,0.692531226042226,-0.0185326113244719,-1
78,0.673278103438004,-0.018604662452447,-1
79,0.655950293094203,-0.0184769772415823,-1
80,0.576319737406305,-0.0227734568413774,-1
81,0.576319737406305,-0.0227734568413774,-1
82,0.518687763665674,-0.0262593085313027,-1
83,0.466818987299107,-0.0288202553148291,-2
84,0.420137088569196,-0.0306064196563373,-2
85,0.378123379712276,-0.0317471485763955,-2
86,0.340311041741049,-0.0323536675158787,-2
87,0.306279937566944,-0.0325214111817013,-2
88,0.27565194381025,-0.0323320694392007,-2
89,0.248086749429225,-0.0318553819333831,-2
90,0.223278074486302,-0.031150711234337,-2
91,0.200950267037672,-0.0302684208557663,-2
92,0.180855240333905,-0.0292510814405664,-2
93,0.162769716300514,-0.0281345256998488,-2
94,0.146492744670463,-0.0269487702928691,-2
95,0.131843470203417,-0.0257188207102868,-1
96,0.118659123183075,-0.0244653733412923,-1
97,0.106793210864767,-0.0232054272389938,-1
98,0.0961138897782906,-0.0219528166237421,-1
