ultra1,ultra2,ultra3,ultra4,ultra5,closest_obstacle
901,712,658,590,2000,471
901,712,658,590,2000,471
901,712,658,590,2000,471
901,712,658,590,2000,471
901,712,658,590,2000,471
901,712,658,590,2000,471
901,712,658,590,2000,471
901,712,658,590,2000,471
901,712,658,590,2000,471
901,712,658,590,2000,471
901,712,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,658,590,2000,471
901,688,584,590,2000,471
901,688,584,590,2000,471
901,688,584,590,2000,471
901,688,584,590,2000,471
901,688,584,590,2000,471
901,688,584,590,2000,471
901,688,584,590,2000,471
901,688,584,590,2000,471
901,688,584,590,2000,471
901,688,584,590,2000,471
901,688,584,590,2000,471
901,688,584,590,2000,471
901,688,584,590,2000,471
901,688,584,590,2000,471
901,688,584,590,2000,471
901,688,584,590,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
901,688,584,710,2000,471
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,584,710,2000,473
903,688,608,710,2000,473
903,688,608,710,2000,473
903,688,608,710,2000,473
903,688,608,710,2000,473
903,688,608,710,2000,473
903,688,608,710,2000,473
903,688,608,710,2000,473
903,688,608,710,2000,473
903,688,608,710,2000,473
903,688,608,710,2000,473
903,688,608,710,2000,473
903,688,608,710,2000,473
903,688,608,710,2000,473
903,688,608,710,2000,473
903,688,608,710,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,688,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,596,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
903,682,608,801,2000,473
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,608,801,2000,-325
105,682,693,801,2000,-325
105,682,693,801,2000,-325
105,682,693,801,2000,-325
105,682,693,801,2000,-325
105,682,693,801,2000,-325
105,682,693,801,2000,-325
105,682,693,801,2000,-325
105,682,693,801,2000,-325
