Time,position,speed,result
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,-0.1,-0.01,0
6,-0.19,-0.018,-1
7,-0.271,-0.0243,-1
8,-0.3439,-0.02916,-2
9,-0.40951,-0.032805,-2
10,-0.468559,-0.0354294,-2
11,-0.5217031,-0.03720087,-2
12,-0.56953279,-0.038263752,-3
13,-0.612579511,-0.0387420489,-3
14,-0.6513215599,-0.0387420489,-3
15,-0.68618940391,-0.038354628411,-3
16,-0.717570463519,-0.0376572715308,-3
17,-0.7458134171671,-0.03671583974253,-2
18,-0.77123207545039,-0.035586121596606,-2
19,-0.794108867905351,-0.0343151886824415,-2
20,-0.814697981114816,-0.0329425811351438,-2
21,-0.833228183003334,-0.0315013432104813,-2
22,-0.849905364703001,-0.0300189270593998,-2
23,-0.864914828232701,-0.0285179807064298,-2
24,-0.878423345409431,-0.0270170343534598,-2
25,-0.890581010868488,-0.0255310974640196,-2
26,-0.901522909781639,-0.0240721776089327,-2
27,-0.911370618803475,-0.0226497307502231,-2
28,-0.920233556923127,-0.021271051487166,-2
29,-0.928210201230815,-0.0199416107692181,-1
30,-0.935389181107733,-0.0186653476799882,-1
31,-0.94185026299696,-0.017444921100912,-1
32,-0.947665236697264,-0.0162819263608512,-1
33,-0.952898713027538,-0.0151770813577935,-1
34,-0.957608841724784,-0.0141303860917387,-1
35,-0.961847957552305,-0.013141259065317,-1
36,-0.965663161797075,-0.0122086535832623,-1
37,-0.969096845617367,-0.0113311566069653,-1
38,-0.972187161055631,-0.0105070724900951,-1
39,-0.974968444950068,-0.00973449363052926,-1
40,-0.977471600455061,-0.00901135981797566,-1
41,-0.979724440409555,-0.00833550783162748,-1
42,-0.981751996368599,-0.00770471264436919,-1
43,-0.983576796731739,-0.00711672141624628,-1
44,-0.985219117058565,-0.00656928130730426,-1
45,-0.986697205352709,-0.00606016200598817,0
46,-0.988027484817438,-0.00558717375186227,0
47,-0.989224736335694,-0.00514818152850166,0
48,-0.990302262702125,-0.00474111601229455,0
49,-0.991272036431912,-0.00436398178404385,0
50,-0.992144832788721,-0.00401486324132035,0
51,-0.992930349509849,-0.0036919285893011,0
52,-0.993637314558864,-0.00339343223527251,0
53,-0.994273583102978,-0.00311771586615661,0
54,-0.99484622479268,-0.00286320844851118,0
55,-0.995361602313412,-0.00262842535573327,0
56,-0.995361602313412,-0.00262842535573327,0
57,-0.996618608086477,-0.00202883514811365,0
58,-0.996618608086477,-0.00202883514811365,0
59,-0.99695674727783,-0.00185976555243751,0
60,-0.997261072550047,-0.00170422152441546,0
61,-0.997781468765538,-0.00142972012887569,0
62,-0.997781468765538,-0.00142972012887569,0
63,-0.998003321888984,-0.00130893342833274,0
64,-0.998202989700086,-0.00119800686660963,0
65,-0.998382690730077,-0.00109617628294781,0
66,-0.998544421657069,-0.00100273174735225,0
67,-0.998820981542226,-0.000838413125528077,0
68,-0.998820981542226,-0.000838413125528077,0
69,-0.998938883388004,-0.000766361997553012,0
70,-0.949044995049203,0.00429966303608233,0
71,-0.904140495544283,0.00836014668296613,0
72,-0.863726445989855,0.0115655369701123,0
73,-0.827353801390869,0.0140462477329997,0
74,-0.794618421251782,0.0159151609736084,0
75,-0.765156579126604,0.0172698290887654,0
76,-0.738640921213944,0.0181944119711549,0
77,-0.714776829092549,0.0187613799861788,0
78,-0.693299146183294,0.0190330102784864,0
79,-0.623969231564965,0.0240627007124707,1
80,-0.561572308408468,0.0278961229568733,1
81,-0.454873569810859,0.0327041611464198,2
82,-0.454873569810859,0.0327041611464198,2
83,-0.409386212829774,0.0339824807298864,2
84,-0.368447591546796,0.0346780947851955,2
85,-0.331602832392117,0.0348947612221439,2
86,-0.298442549152905,0.0347213134238507,2
