ultra1,ultra2,ultra3,ultra4,ultra5,closest_obstacle
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,766,766
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,648,648
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,2000,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,2000,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,2000,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1795,2000,1867,1858,1570
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,2000,1867,1858,1498
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1867,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,1858,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
2000,1498,1391,1429,2000,1391
1496,1498,1391,1429,2000,1066
1496,1498,1391,1429,2000,1066
1496,1498,1391,1429,2000,1066
1496,1498,1391,1429,2000,1066
1496,1498,1391,1429,2000,1066
1496,1498,1391,1429,2000,1066
1496,1498,1391,1429,2000,1066
1496,1498,1391,1429,2000,1066
1496,1498,1391,1429,2000,1066
1496,1498,1391,1429,2000,1066
1496,1498,1391,1429,2000,1066
1496,1498,1391,1429,2000,1066
1496,1498,1391,1429,2000,1066
1496,1498,1391,1429,2000,1066
1496,1498,1391,1429,2000,1066
1496,1498,1391,1429,2000,1066
1496,2000,1391,1429,2000,1066
1496,2000,1391,1429,2000,1066
1496,2000,1391,1429,2000,1066
