Time,position,smoothposition,speed,smoothspeed
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,2,0.2,0.2,0.02
34,2,0.38,0.18,0.036
35,2,0.542,0.162,0.0486
36,2,0.6878,0.1458,0.05832
37,2,0.81902,0.13122,0.06561
38,2,0.937118,0.118098,0.0708588
39,2,1.0434062,0.1062882,0.07440174
40,2,1.13906558,0.0956593800000001,0.076527504
41,2,1.225159022,0.0860934419999999,0.0774840978
42,2,1.3026431198,0.0774840978,0.0774840978
43,2,1.37237880782,0.06973568802,0.076709256822
44,2,1.435140927038,0.0627621192179999,0.0753145430616
45,2,1.4916268343342,0.0564859072962001,0.07343167948506
46,2,1.54246415090078,0.0508373165665801,0.071172243193212
47,2,1.5882177358107,0.045753584909922,0.068630377364883
48,2,1.62939596222963,0.0411782264189298,0.0658851622702877
49,2,1.66645636600667,0.0370604037770368,0.0630026864209626
50,2,1.699810729406,0.0333543633993332,0.0600378541187996
51,2,1.7298296564654,0.0300189270593998,0.0570359614128597
52,2,1.75684669081886,0.0270170343534599,0.0540340687069197
53,2,1.78116202173698,0.0243153309181139,0.0510621949280391
54,2,1.80304581956328,0.0218837978263025,0.0481443552178654
55,2,1.82274123760695,0.0196954180436721,0.0452994615004461
56,2,1.84046711384625,0.0177258762393049,0.042542102974332
57,2,1.85642040246163,0.0159532886153746,0.0398832215384363
58,2,1.87077836221547,0.014357959753837,0.0373306953599763
59,2,1.88370052599392,0.0129221637784533,0.034889842201824
60,2,1.89533047339453,0.0116299474006081,0.0325638527217024
61,2,1.90579742605508,0.0104669526605472,0.0303541627155869
62,2,1.91521768344957,0.00942025739449259,0.0282607721834775
63,2,1.92369591510461,0.00847823165504313,0.026282518130634
64,2,1.93132632359415,0.00763040848953889,0.0244173071665245
65,2,1.93819369123473,0.00686736764058504,0.0226623132139306
66,2,1.94437432211126,0.00618063087652643,0.0210141449801902
67,2,1.94993688990014,0.00556256778887376,0.0194689872610585
68,2,1.95494320091012,0.0050063110099865,0.0180227196359513
69,2,1.95944888081911,0.00450567990898776,0.016671015663255
70,2,1.9635039927372,0.00405511191808916,0.0154094252887384
71,2,1.96715359346348,0.00364960072628007,0.0142334428324926
72,2,1.97043823411713,0.00328464065365219,0.0131385626146085
73,2,1.97339441070542,0.00295617658828684,0.0121203240119763
74,2,1.97605496963488,0.00266055892945816,0.0111743475037245
75,2,1.97844947267139,0.00239450303651245,0.0102963630570033
76,2,1.98060452540425,0.0021550527328611,0.0094822320245891
77,2,1.98254407286382,0.00193954745957514,0.0087279635680877
78,2,1.98428966557744,0.00174559271361763,0.00802972648264069
79,2,1.9858606990197,0.00157103344225584,0.00738385717860221
80,2,1.98727462911773,0.00141393009803026,0.00678686447054501
81,1,1.88854716620596,-0.0987274629117729,-0.00376456826768678
82,1,1.79969244958536,-0.0888547166205955,-0.0122735831029777
83,1,1.71972320462682,-0.0799692449585361,-0.0190431492885335
84,1,1.64775088416414,-0.0719723204626823,-0.0243360664059484
85,1,1.58297579574773,-0.0647750884164142,-0.028379968606995
86,1,1.52467821617295,-0.0582975795747727,-0.0313717297037727
87,1,1.47221039455566,-0.0524678216172954,-0.033481338895125
88,1,1.42498935510009,-0.0472210394555659,-0.0348553089511691
89,1,1.38249041959008,-0.0424989355100094,-0.0356196716070531
90,1,1.34424137763108,-0.0382490419590085,-0.0358826086422487
91,1,1.30981723986797,-0.0344241377631076,-0.0357367615543345
92,1,1.27883551588117,-0.0309817239867967,-0.0352612577975808
93,1,1.25095196429305,-0.0278835515881171,-0.0345234871766344
94,1,1.22585676786375,-0.0250951964293054,-0.0335806581019015
95,1,1.20327109107737,-0.0225856767863748,-0.0324811599703488
96,1,1.18294398196964,-0.0203271091077373,-0.0312657548840877
97,1,1.16464958377267,-0.0182943981969637,-0.0299686192153753
98,1,1.14818462539541,-0.0164649583772674,-0.0286182531315645
99,1,1.13336616285586,-0.0148184625395407,-0.0272382740723621
100,1,1.12002954657028,-0.0133366162855866,-0.0258481082936845
101,1,1.10802659191325,-0.0120029546570277,-0.0244635929300189
102,1,1.09722393272193,-0.0108026591913251,-0.0230974995561495
103,1,1.08750153944973,-0.0097223932721926,-0.0217599889277538
104,1,1.07875138550476,-0.00875015394497325,-0.0204590054294757
105,1,1.07087624695428,-0.00787513855047606,-0.0192006187415758
106,0.5,1.01378862225886,-0.0570876246954284,-0.022989319336961
107,0.5,0.96240976003297,-0.0513788622258855,-0.0258282736258535
108,0.5,0.916168784029673,-0.046240976003297,-0.0278695438635978
109,0.5,0.874551905626705,-0.0416168784029672,-0.0292442773175348
110,0.5,0.837096715064035,-0.0374551905626705,-0.0300653686420484
111,0.5,0.803387043557631,-0.0337096715064035,-0.0304297989284839
112,0.5,0.773048339201868,-0.0303387043557631,-0.0304206894712118
113,0.5,0.745743505281682,-0.0273048339201868,-0.0301091039161093
114,0.5,0.721169154753513,-0.0245743505281681,-0.0295556285773152
115,0.5,0.699052239278162,-0.0221169154753513,-0.0288117572671188
116,0.5,0.679147015350346,-0.0199052239278162,-0.0279211039331885
117,0.5,0.661232313815311,-0.0179147015350346,-0.0269204636933731
118,0.5,0.64510908243378,-0.0161232313815312,-0.0258407404621889
119,0.5,0.630598174190402,-0.014510908243378,-0.0247077572403078
120,0.5,0.617538356771362,-0.0130598174190402,-0.0235429632581811
121,0.5,0.605784521094226,-0.0117538356771362,-0.0223640505000766
122,0,0.545206068984803,-0.0605784521094226,-0.0261854906610112
123,0,0.490685462086323,-0.0545206068984803,-0.0290190022847581
124,0,0.441616915877691,-0.0490685462086323,-0.0310239566771455
125,0,0.397455224289922,-0.0441616915877691,-0.0323377301682079
126,0,0.357709701860929,-0.0397455224289922,-0.0330785093942863
127,0,0.321938731674836,-0.0357709701860929,-0.033347755473467
128,0,0.289744858507353,-0.0321938731674836,-0.0332323672428686
129,0,0.260770372656618,-0.0289744858507353,-0.0328065791036553
130,0,0.234693335390956,-0.0260770372656617,-0.0321336249198559
131,0,0.21122400185186,-0.0234693335390956,-0.0312671957817799
132,0,0.190101601666674,-0.021122400185186,-0.0302527162221205
133,-0.5,0.121091441500007,-0.0690101601666674,-0.0341284606165752
134,-0.5,0.0589822973500061,-0.0621091441500007,-0.0369265289699178
135,-0.5,0.00308406761500547,-0.0558982297350006,-0.038823699046426
136,-0.5,-0.0472243391464951,-0.0503084067615006,-0.0399721698179335
137,-0.5,-0.0925019052318456,-0.0452775660853505,-0.0405027094446752
138,-0.5,-0.133251714708661,-0.0407498094768155,-0.0405274194478892
139,-0.5,-0.169926543237795,-0.0366748285291339,-0.0401421603560137
140,-0.5,-0.202933888914015,-0.0330073456762205,-0.0394286788880344
141,-0.5,-0.232640500022614,-0.0297066111085985,-0.0384564721100908
142,-0.5,-0.259376450020353,-0.0267359499977386,-0.0372844198988556
143,-0.5,-0.283438805018317,-0.0240623549979648,-0.0359622134087665
144,-0.5,-0.305094924516486,-0.0216561194981683,-0.0345316040177067
145,-0.5,-0.324585432064837,-0.0194905075483515,-0.0330274943707711
146,-1,-0.392126888858353,-0.0675414567935163,-0.0364788906130457
147,-1,-0.452914199972518,-0.0607873111141647,-0.0389097326631576
148,-1,-0.507622779975266,-0.0547085800027481,-0.0404896173971166
149,-1,-0.55686050197774,-0.0492377220024733,-0.0413644278576523
150,-1,-0.601174451779966,-0.044313949802226,-0.0416593800521097
151,-1,-0.641057006601969,-0.0398825548220034,-0.041481697529099
152,-1,-0.676951305941772,-0.0358942993398031,-0.0409229577101695
153,-1,-0.709256175347595,-0.0323048694058228,-0.0400611488797348
154,-1,-0.738330557812835,-0.0290743824652405,-0.0389624722382854
155,-1,-0.764497502031552,-0.0261669442187165,-0.0376829194363285
156,-1,-0.788047751828397,-0.0235502497968448,-0.0362696524723801
157,-1,-0.809242976645557,-0.0211952248171603,-0.0347622097068581
158,-1.5,-0.878318678981001,-0.0690757023354444,-0.0381935589697167
