Time,position,speed,result
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0.25,0.025,1
18,0.475,0.045,3
19,0.6275,0.05575,4
20,0.76475,0.0639,5
21,0.888275,0.0698625,5
22,0.9994475,0.0739935,5
23,1.09950275,0.076599675,6
24,1.189552475,0.07794468,6
25,1.2705972275,0.07825468725,6
26,1.34353750475,0.07772324625,6
27,1.409183754275,0.0765155465775,6
28,1.4682653788475,0.074772154377,6
29,1.52143884096275,0.072612285150825,6
30,1.56929495686648,0.070136668226115,6
31,1.56236546117983,0.0624300518348388,5
32,1.55612891506184,0.0555633920395566,5
33,1.55051602355566,0.0494457636849825,4
34,1.54546442120009,0.0439960270809277,4
35,1.54091797908009,0.0391417801608339,3
36,1.53682618117208,0.0348184223539497,3
37,1.53314356305487,0.030968318306834,3
38,1.52982920674938,0.0275400508456019,3
39,1.47684628607444,0.0194877536935479,2
40,1.429161657467,0.0127705154634486,1
41,1.3862454917203,0.00720184734243379,1
42,1.34762094254827,0.00261920769098743,1
43,1.31285884829344,-0.00111892250359402,0
44,1.2815729634641,-0.00413561873616904,0
45,1.25341566711769,-0.00653778649719312,0
46,1.22807410040592,-0.0084181645186507,0
47,1.20526669036533,-0.00985708907084482,0
48,1.18474002132879,-0.0109240470674136,0
49,1.16626601919592,-0.0116790425739602,0
50,1.14963941727632,-0.0121737985085234,0
51,1.13467547554869,-0.0124528128304343,0
52,1.12120792799382,-0.0125542863028777,0
53,1.10908713519444,-0.0125109369525282,0
54,1.098178421675,-0.0123507146092198,0
55,1.0883605795075,-0.0120974273650478,0
56,1.07952452155675,-0.0117712904236179,0
57,1.07157206940107,-0.0113894065968236,0
58,1.06441486246097,-0.010966186631152,0
59,1.05797337621487,-0.0105137165926464,0
60,1.05217603859338,-0.0100420786955305,0
61,1.04695843473404,-0.00955963121191122,0
62,1.04226259126064,-0.00907325243806053,0
63,1.03803633213458,-0.00858855310686088,0
64,0.984232698921118,-0.0131100611175205,0
65,0.935809429029006,-0.0166413819949797,0
66,0.892228486126106,-0.0193353380857718,0
67,0.853005637513495,-0.0213240891384556,0
68,0.817705073762145,-0.022721736599745,-1
69,0.785934566385931,-0.023626613677392,-1
70,0.757341109747338,-0.0241232979735121,-1
71,0.731606998772604,-0.0242843792736343,-1
72,0.708446298895344,-0.0241720113339969,-1
73,0.687601669005809,-0.0238392731895506,-1
74,0.668841502105228,-0.0233313625606537,-1
75,0.651957351894705,-0.0226866413256406,-1
76,0.636761616705235,-0.0219375507120236,-1
77,0.623085455034711,-0.0211114118078736,-1
78,0.61077690953124,-0.0202311251774333,0
79,0.539729296720305,-0.0233811957652833,-1
80,0.539729296720305,-0.0233811957652833,-1
81,0.485756367048274,-0.026440369155958,-1
82,0.437180730343447,-0.028653895910845,-1
83,0.393462657309102,-0.0301603136231949,-1
84,0.354116391578192,-0.0310789088339665,-1
85,0.354116391578192,-0.0310789088339665,-1
86,0.318704752420373,-0.0312615528553116,-1
87,0.318704752420373,-0.0312615528553116,-1
88,0.182335764514452,-0.0357169060643855,-2
89,0.0526919692567058,-0.0412127376734124,-2
90,0.0526919692567058,-0.0412127376734124,-2
91,-0.00257722766896481,-0.0426183835986382,-2
92,-0.0523195049020683,-0.0433307729620847,-3
93,-0.0970875544118615,-0.0434745006168556,-3
94,-0.137378798970675,-0.0431561750110514,-3
95,-0.173640919073608,-0.0424667695202395,-3
96,-0.206276827166247,-0.0414836833774795,-3
97,-0.235649144449622,-0.0402725467680691,-2
