Time,position,smoothposition,speed,smoothspeed
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,0,0,0,0
34,0,0,0,0
35,0,0,0,0
36,0,0,0,0
37,-0.5,-0.05,-0.5,-0.05
38,-0.5,-0.095,0,-0.045
39,-0.5,-0.1355,0,-0.0405
40,-0.5,-0.17195,0,-0.03645
41,-0.5,-0.204755,0,-0.032805
42,-0.5,-0.2342795,0,-0.0295245
43,-0.5,-0.26085155,0,-0.02657205
44,-0.5,-0.284766395,0,-0.023914845
45,-0.5,-0.3062897555,0,-0.0215233605
46,-0.5,-0.32566077995,0,-0.01937102445
47,-0.5,-0.343094701955,0,-0.017433922005
48,-0.5,-0.3587852317595,0,-0.0156905298045
49,-0.5,-0.37290670858355,0,-0.01412147682405
50,-0.5,-0.385616037725195,0,-0.012709329141645
51,-0.5,-0.397054433952676,0,-0.0114383962274805
52,-0.5,-0.407348990557408,0,-0.0102945566047325
53,-0.5,-0.416614091501667,0,-0.00926510094425921
54,-0.5,-0.4249526823515,0,-0.00833859084983329
55,-0.5,-0.43245741411635,0,-0.00750473176484996
56,-0.5,-0.439211672704715,0,-0.00675425858836496
57,-0.5,-0.445290505434244,0,-0.00607883272952847
58,-0.5,-0.450761454890819,0,-0.00547094945657562
59,-0.5,-0.455685309401738,0,-0.00492385451091806
60,-0.5,-0.460116778461564,0,-0.00443146905982625
61,-0.5,-0.464105100615407,0,-0.00398832215384363
62,-0.5,-0.467694590553867,0,-0.00358948993845926
63,-0.5,-0.47092513149848,0,-0.00323054094461334
64,-0.5,-0.473832618348632,0,-0.002907486850152
65,-1,-0.526449356513769,-0.5,-0.0526167381651368
66,-1,-0.573804420862392,0,-0.0473550643486231
67,-1,-0.616423978776153,0,-0.0426195579137608
68,-1,-0.654781580898537,0,-0.0383576021223847
69,-1,-0.689303422808684,0,-0.0345218419101463
70,-1,-0.720373080527815,0,-0.0310696577191316
71,-1,-0.748335772475034,0,-0.0279626919472185
72,-1,-0.77350219522753,0,-0.0251664227524966
73,-1,-0.796151975704777,0,-0.022649780477247
74,-1,-0.8165367781343,0,-0.0203848024295223
75,-1,-0.83488310032087,0,-0.01834632218657
76,-1,-0.851394790288783,0,-0.016511689967913
77,-1,-0.866255311259905,0,-0.0148605209711217
78,-1,-0.879629780133914,0,-0.0133744688740096
79,-1,-0.891666802120523,0,-0.0120370219866086
80,-1,-0.90250012190847,0,-0.0108333197879477
81,-1,-0.912250109717623,0,-0.00974998780915297
82,-1,-0.921025098745861,0,-0.00877498902823767
83,-1,-0.928922588871275,0,-0.0078974901254139
84,-1,-0.936030329984147,0,-0.00710774111287251
85,-1,-0.942427296985733,0,-0.00639696700158526
86,-1,-0.948184567287159,0,-0.00575727030142673
87,-1,-0.953366110558443,0,-0.00518154327128406
88,-1,-0.958029499502599,0,-0.00466338894415565
89,-1,-0.962226549552339,0,-0.00419705004974009
90,-1,-0.966003894597105,0,-0.00377734504476608
91,-1,-0.969403505137395,0,-0.00339961054028947
92,-1,-0.972463154623655,0,-0.00305964948626053
93,-1,-0.97521683916129,0,-0.00275368453763447
94,-1,-0.977695155245161,0,-0.00247831608387103
95,-1,-0.979925639720645,0,-0.00223048447548392
96,-1,-0.98193307574858,0,-0.00200743602793553
97,-1,-0.983739768173722,0,-0.00180669242514198
98,-1,-0.98536579135635,0,-0.00162602318262778
99,-1,-0.986829212220715,0,-0.001463420864365
100,-1,-0.988146290998644,0,-0.0013170787779285
101,-1,-0.989331661898779,0,-0.00118537090013565
102,-1,-0.990398495708901,0,-0.00106683381012209
103,-1,-0.991358646138011,0,-0.000960150429109878
104,-1,-0.99222278152421,0,-0.00086413538619889
105,-1,-0.993000503371789,0,-0.000777721847579001
106,-1,-0.99370045303461,0,-0.000699949662821101
107,-1,-0.994330407731149,0,-0.000629954696538991
108,-1,-0.994897366958034,0,-0.000566959226885092
109,-1,-0.995407630262231,0,-0.000510263304196583
110,-1,-0.995866867236008,0,-0.000459236973776924
111,-1,-0.996280180512407,0,-0.000413313276399232
112,-1,-0.996652162461166,0,-0.000371981948759309
113,-1,-0.99698694621505,0,-0.000334783753883378
114,-1,-0.997288251593545,0,-0.00030130537849504
115,-1,-0.99755942643419,0,-0.000271174840645536
116,-1,-0.997803483790771,0,-0.000244057356580982
117,-1,-0.998023135411694,0,-0.000219651620922884
118,-1,-0.998220821870525,0,-0.000197686458830596
119,-1,-0.998398739683472,0,-0.000177917812947536
120,-1,-0.998558865715125,0,-0.000160126031652783
121,-1,-0.998702979143613,0,-0.000144113428487504
122,-1,-0.998832681229251,0,-0.000129702085638754
123,-1,-0.998949413106326,0,-0.000116731877074879
124,-1,-0.999054471795694,0,-0.000105058689367391
125,-1,-0.999149024616124,0,-9.45528204306516E-05
126,-1,-0.999234122154512,0,-8.50975383875865E-05
127,-0.5,-0.949310709939061,0.5,0.0499234122154512
128,-0.5,-0.904379638945155,0,0.0449310709939061
129,-0.5,-0.863941675050639,0,0.0404379638945155
130,-0.5,-0.827547507545575,0,0.0363941675050639
131,-0.5,-0.794792756791018,0,0.0327547507545575
132,-0.5,-0.765313481111916,0,0.0294792756791018
133,-0.5,-0.738782133000724,0,0.0265313481111916
134,-0.5,-0.714903919700652,0,0.0238782133000724
135,-0.5,-0.693413527730587,0,0.0214903919700652
136,-0.5,-0.674072174957528,0,0.0193413527730587
137,-0.5,-0.656664957461775,0,0.0174072174957528
138,-0.5,-0.640998461715598,0,0.0156664957461775
139,-0.5,-0.626898615544038,0,0.0140998461715598
140,-0.5,-0.614208753989634,0,0.0126898615544038
141,-0.5,-0.602787878590671,0,0.0114208753989634
142,-0.5,-0.592509090731604,0,0.0102787878590671
143,-1,-0.633258181658443,-0.5,-0.0407490909268396
144,-1,-0.669932363492599,0,-0.0366741818341557
145,-1,-0.702939127143339,0,-0.0330067636507401
146,-1,-0.732645214429005,0,-0.0297060872856661
147,-1,-0.759380692986105,0,-0.0267354785570995
148,-1,-0.783442623687494,0,-0.0240619307013895
149,-1,-0.805098361318745,0,-0.0216557376312506
150,-1,-0.82458852518687,0,-0.0194901638681255
151,-1,-0.842129672668183,0,-0.017541147481313
152,-1,-0.857916705401365,0,-0.0157870327331817
153,-1,-0.872125034861228,0,-0.0142083294598635
154,-1,-0.884912531375106,0,-0.0127874965138772
155,-1,-0.896421278237595,0,-0.0115087468624894
156,-1,-0.906779150413836,0,-0.0103578721762405
157,-1,-0.916101235372452,0,-0.00932208495861644
158,-1,-0.924491111835207,0,-0.0083898764627548
159,-1,-0.932042000651686,0,-0.00755088881647932
160,-1,-0.938837800586517,0,-0.00679579993483139
161,-1,-0.944954020527866,0,-0.00611621994134825
162,-1,-0.950458618475079,0,-0.00550459794721342
163,-1,-0.955412756627571,0,-0.00495413815249208
164,-1,-0.959871480964814,0,-0.00445872433724287
165,-1,-0.963884332868333,0,-0.00401285190351859
166,-1,-0.9674958995815,0,-0.00361156671316673
167,-1,-0.97074630962335,0,-0.00325041004185005
168,-1,-0.973671678661015,0,-0.00292536903766505
169,-1,-0.976304510794913,0,-0.00263283213389854
170,-1.5,-1.02867405971542,-0.5,-0.0523695489205087
171,-1.5,-1.07580665374388,0,-0.0471325940284578
172,-1.5,-1.11822598836949,0,-0.042419334625612
173,-1.5,-1.15640338953254,0,-0.0381774011630508
174,-1.5,-1.19076305057929,0,-0.0343596610467458
175,-1.5,-1.22168674552136,0,-0.0309236949420712
176,-1.5,-1.24951807096922,0,-0.0278313254478641
177,-1.5,-1.2745662638723,0,-0.0250481929030777
178,-1.5,-1.29710963748507,0,-0.0225433736127699
179,-1.5,-1.31739867373656,0,-0.0202890362514929
180,-1.5,-1.33565880636291,0,-0.0182601326263436
181,-1.5,-1.35209292572662,0,-0.0164341193637092
182,-1.5,-1.36688363315396,0,-0.0147907074273383
183,-1.5,-1.38019526983856,0,-0.0133116366846045
