Time,position,smoothposition,speed,smoothspeed
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0.5,0.05,0.05,0.005
18,0.5,0.095,0.045,0.009
19,0.5,0.1355,0.0405,0.01215
20,0.5,0.17195,0.03645,0.01458
21,0.5,0.204755,0.032805,0.0164025
22,0.5,0.2342795,0.0295245,0.0177147
23,0.5,0.26085155,0.02657205,0.018600435
24,0.5,0.284766395,0.023914845,0.019131876
25,0.5,0.3062897555,0.0215233605,0.01937102445
26,0.5,0.32566077995,0.01937102445,0.01937102445
27,0.5,0.343094701955,0.017433922005,0.0191773142055
28,0.5,0.3587852317595,0.0156905298045,0.0188286357654
29,0.5,0.37290670858355,0.01412147682405,0.018357919871265
30,0.5,0.385616037725195,0.012709329141645,0.017793060798303
31,0.5,0.397054433952676,0.0114383962274805,0.0171575943412208
32,0.5,0.407348990557408,0.0102945566047324,0.0164712905675719
33,0.5,0.416614091501667,0.0092651009442592,0.0157506716052406
34,0.5,0.4249526823515,0.00833859084983329,0.0150094635296999
35,0.5,0.43245741411635,0.00750473176484995,0.0142589903532149
36,0.5,0.439211672704715,0.00675425858836498,0.0135085171767299
37,0.5,0.445290505434244,0.00607883272952847,0.0127655487320098
38,0.5,0.450761454890819,0.00547094945657561,0.0120360888044664
39,0.5,0.455685309401738,0.00492385451091804,0.0113248653751115
40,0.5,0.460116778461564,0.00443146905982622,0.010635525743583
41,0.5,0.464105100615407,0.00398832215384365,0.00997080538460906
42,0.5,0.467694590553867,0.00358948993845926,0.00933267383999408
43,0.5,0.47092513149848,0.00323054094461334,0.00872246055045601
44,0.5,0.473832618348632,0.00290748685015202,0.00814096318042561
45,0.5,0.476449356513769,0.0026167381651368,0.00758854067889673
46,0.5,0.478804420862392,0.00235506434862315,0.00706519304586937
47,0.5,0.480923978776153,0.00211955791376078,0.00657062953265851
48,0.5,0.482831580898537,0.00190760212238472,0.00610432679163113
49,0.5,0.484548422808684,0.00171684191014626,0.00566557830348265
50,0.5,0.486093580527815,0.00154515771913161,0.00525353624504754
51,0.5,0.487484222475034,0.00139064194721844,0.00486724681526463
52,0.5,0.48873580022753,0.00125157775249662,0.00450567990898783
53,0.5,0.489862220204777,0.00112641997724694,0.00416775391581374
54,0.5,0.4908759981843,0.00101377797952229,0.0038523563221846
55,0.5,0.49178839836587,0.000912400181570017,0.00355836070812314
56,0.5,0.492609558529283,0.000821160163413048,0.00328464065365213
57,0.5,0.493348602676354,0.00073904414707171,0.00303008100299409
58,0.5,0.494013742408719,0.000665139732364539,0.00279358687593113
59,0.5,0.494612368167847,0.000598625759128113,0.00257409076425083
60,0.5,0.495151131351062,0.000538763183215274,0.00237055800614727
61,0.5,0.495636018215956,0.000484886864893785,0.00218199089202193
62,0.5,0.496072416394361,0.000436398178404407,0.00200743162066017
63,0.5,0.496465174754924,0.000392758360563961,0.00184596429465055
64,0.5,0.496818657279432,0.000353482524507565,0.00169671611763625
65,0.5,0.497136791551489,0.000318134272056791,0.00155885793307831
66,0.5,0.49742311239634,0.00028632084485114,0.00143160422425559
67,0.5,0.497680801156706,0.000257688760366026,0.00131421267786663
68,0.5,0.497912721041035,0.000231919884329412,0.00120598339851291
69,0.5,0.498121448936932,0.000208727895896488,0.00110625784825127
70,0.5,0.498309304043239,0.000187855106306811,0.00101441757405682
71,0.5,0.498478373638915,0.000169069595676141,0.000929882776218755
72,0.5,0.498630536275023,0.00015216263610851,0.000852110762207731
73,0.5,0.498767482647521,0.00013694637249767,0.000780594323236725
74,0.5,0.498890734382769,0.000123251735247909,0.000714860064437843
75,0.5,0.499001660944492,0.000110926561723124,0.000654466714166371
76,0.5,0.499101494850043,9.98339055507946E-05,0.000599003433304814
77,0.5,0.499191345365039,8.98505149957152E-05,0.000548088141473904
78,0.5,0.499272210828535,8.08654634961159E-05,0.000501365873676125
79,0.5,0.499344989745681,7.2778917146521E-05,0.000458507178023165
80,0.5,0.499410490771113,6.55010254319022E-05,0.000419206562764038
81,0.5,0.499469441694002,5.8950922888712E-05,0.000383180998776506
82,0.5,0.499522497524602,5.30558305998352E-05,0.000350168481958839
83,0.5,0.499570247772141,4.7750247539835E-05,0.000319926658516938
84,0.5,0.499613222994927,4.2975222785846E-05,0.000292231514943829
85,0.5,0.499651900695435,3.86777005072503E-05,0.000266876133500171
86,0.5,0.499686710625891,3.48099304565141E-05,0.000243669513195806
87,0.5,0.499718039563302,3.13289374108683E-05,0.000222435455617312
88,0.5,0.499746235606972,2.81960436698259E-05,0.000203011514422563
89,0,0.449771612046275,-0.0499746235606972,-0.00481475199308941
90,0,0.404794450841647,-0.0449771612046275,-0.00883099291424322
91,0,0.364315005757482,-0.0404794450841647,-0.0119958381312354
92,0,0.327883505181734,-0.0364315005757482,-0.0144394043756867
93,0,0.295095154663561,-0.0327883505181734,-0.0162742989899353
94,0,0.265585639197205,-0.0295095154663561,-0.0175978206375774
95,0,0.239027075277484,-0.0265585639197205,-0.0184938949657917
96,0,0.215124367749736,-0.0239027075277484,-0.0190347762219874
97,0,0.193611930974762,-0.0215124367749736,-0.019282542277286
98,0,0.174250737877286,-0.0193611930974762,-0.019290407359305
99,0,0.156825664089557,-0.0174250737877286,-0.0191038740021474
100,0,0.141143097680602,-0.0156825664089557,-0.0187617432428282
101,0,0.127028787912541,-0.0141143097680602,-0.0182969998953514
102,0,0.114325909121287,-0.0127028787912541,-0.0177375877849417
103,0,0.102893318209159,-0.0114325909121287,-0.0171070880976604
104,0,0.0926039863882427,-0.0102893318209159,-0.0164253124699859
105,0,0.0833435877494185,-0.00926039863882427,-0.0157088210868698
106,0,0.0750092289744766,-0.00833435877494185,-0.014971374855677
107,0,0.067508306077029,-0.00750092289744766,-0.014224329659854
108,0,0.0607574754693261,-0.00675083060770289,-0.0134769797546389
109,0,0.0546817279223935,-0.00607574754693261,-0.0127368565338683
110,0,0.0492135551301541,-0.00546817279223934,-0.0120099881597054
111,0,0.0442921996171387,-0.00492135551301541,-0.0113011248950364
112,0,0.0398629796554248,-0.00442921996171387,-0.0106139344017042
113,0,0.0358766816898823,-0.00398629796554249,-0.00995117075808799
114,0,0.0322890135208941,-0.00358766816898824,-0.00931482049917801
115,0,0.0290601121688047,-0.00322890135208941,-0.00870622858446915
116,0,0.0261541009519242,-0.00290601121688047,-0.00812620684771028
117,0,0.0235386908567318,-0.00261541009519242,-0.0075751271724585
118,0,0.0211848217710586,-0.00235386908567318,-0.00705300136377997
119,0,0.0190663395939528,-0.00211848217710586,-0.00655954944511256
120,0,0.0171597056345575,-0.00190663395939528,-0.00609425789654083
121,0,0.0154437350711017,-0.00171597056345575,-0.00565642916323232
122,0,0.0138993615639916,-0.00154437350711017,-0.00524522359762011
123,0,0.0125094254075924,-0.00138993615639916,-0.00485969485349801
124,0,0.0112584828668332,-0.00125094254075924,-0.00449881962222413
125,0,0.0101326345801498,-0.00112584828668332,-0.00416152248867005
126,0,0.00911937112213486,-0.00101326345801499,-0.00384669658560455
127,0,0.00820743400992138,-0.000911937112213487,-0.00355322063826544
128,0,0.00738669060892924,-0.000820743400992138,-0.00327997291453811
129,0,0.00664802154803631,-0.000738669060892923,-0.00302584252917359
130,0,0.00598321939323268,-0.000664802154803632,-0.00278973849173659
131,0,0.00538489745390941,-0.000598321939323268,-0.00257059683649526
132,0,0.00484640770851847,-0.000538489745390941,-0.00236738612738483
133,0,0.00436176693766663,-0.000484640770851847,-0.00217911159173153
134,0,0.00392559024389996,-0.000436176693766663,-0.00200481810193504
135,0,0.00353303121950997,-0.000392559024389996,-0.00184359219418054
136,0,0.00317972809755897,-0.000353303121950997,-0.00169456328695759
137,0,0.00286175528780307,-0.000317972809755897,-0.00155690423923742
138,0,0.00257557975902277,-0.000286175528780307,-0.00142983136819171
139,0,0.00231802178312049,-0.000257557975902276,-0.00131260402896276
140,0,0.00208621960480844,-0.000231802178312049,-0.00120452384389769
141,0,0.0018775976443276,-0.000208621960480844,-0.00110493365555601
142,0,0.00168983787989484,-0.00018775976443276,-0.00101321626644368
143,0,0.00152085409190535,-0.000168983787989484,-0.000928793018598262
144,0,0.00136876868271482,-0.000152085409190535,-0.000851122257657489
145,0,0.00123189181444334,-0.000136876868271482,-0.000779697718718889
