Time,Right Motor Speed,Left Motor Speed
0,0,0
1,53,53
2,53,53
3,53,53
4,53,53
5,52,54
6,52,54
7,52,54
8,52,54
9,52,54
10,52,54
11,52,54
12,52,54
13,53,53
14,53,53
15,53,53
16,53,53
17,53,53
18,53,53
19,54,52
20,53,53
21,53,53
22,53,53
23,53,53
24,53,53
25,53,53
26,53,53
27,53,53
28,53,53
29,53,53
30,53,53
31,53,53
32,53,53
33,53,53
34,53,53
35,53,53
36,53,53
37,52,54
38,52,54
39,52,54
40,52,54
41,52,54
42,52,54
43,52,54
44,52,54
45,52,54
46,52,54
47,52,54
48,52,54
49,52,54
50,52,54
51,52,54
52,52,54
53,52,54
54,53,53
55,53,53
56,53,53
57,53,53
58,53,53
59,53,53
60,53,53
61,53,53
62,53,53
63,53,53
64,53,53
65,53,53
66,53,53
67,54,52
68,54,52
69,54,52
70,54,52
71,54,52
72,54,52
73,54,52
74,54,52
75,54,52
76,54,52
77,54,52
78,54,52
79,54,52
80,54,52
81,54,52
82,54,52
83,54,52
84,54,52
85,55,51
86,55,51
87,55,51
88,55,51
89,55,51
90,55,51
91,55,51
92,55,51
93,54,52
94,54,52
95,54,52
96,54,52
97,54,52
98,54,52
99,54,52
100,55,51
101,55,51
102,55,51
103,55,51
104,56,50
105,56,50
106,56,50
107,56,50
108,56,50
109,56,50
110,55,51
111,55,51
112,55,51
113,55,51
114,55,51
115,55,0
116,55,0
117,55,0
118,55,0
119,55,0
120,55,0
121,55,0
122,55,0
123,55,0
124,55,0
125,55,0
126,55,0
127,55,0
128,55,51
129,55,51
130,55,51
131,55,51
132,55,51
133,55,51
134,55,51
135,55,51
136,55,51
137,55,51
