ultra1,ultra2,ultra3,ultra4,ultra5,closest_obstacle
1570,1420,2000,840,2000,840
1570,1420,2000,840,2000,840
1570,1420,2000,840,2000,840
1570,1420,2000,840,2000,840
1570,1420,2000,840,2000,840
1570,1420,2000,840,2000,840
1570,1420,2000,840,2000,840
1570,1420,2000,840,2000,840
1570,1420,2000,840,2000,840
1570,1420,2000,840,2000,840
1570,1420,2000,840,2000,840
1570,1420,2000,840,2000,840
1570,1420,2000,840,2000,840
1370,1420,2000,840,2000,840
1370,1420,2000,840,2000,840
1370,1420,2000,840,2000,840
1370,1420,2000,840,2000,840
1370,1420,2000,840,2000,840
1370,1420,2000,840,2000,840
1370,1420,2000,840,2000,840
1370,1420,2000,840,2000,840
1370,1420,2000,840,2000,840
1370,2000,2000,840,2000,840
1370,2000,2000,840,2000,840
1370,2000,2000,840,2000,840
1370,2000,2000,840,2000,840
1370,2000,2000,840,2000,840
1370,2000,2000,840,2000,840
1370,2000,2000,840,2000,840
1370,2000,2000,840,2000,840
1370,2000,2000,840,2000,840
1370,2000,1408,840,2000,840
1370,2000,1408,840,2000,840
1370,2000,1408,840,2000,840
1370,2000,1408,840,2000,840
1370,2000,1408,840,2000,840
1370,2000,1408,840,2000,840
1370,2000,1408,840,2000,840
1370,2000,1408,840,2000,840
1370,2000,1408,840,2000,840
1370,2000,1408,840,2000,840
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1370,2000,1408,2000,2000,1370
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,1408,2000,2000,1242
1242,2000,2000,2000,2000,1242
1242,2000,2000,2000,2000,1242
1242,2000,2000,2000,2000,1242
1242,2000,2000,2000,2000,1242
1242,2000,2000,2000,2000,1242
1242,2000,2000,2000,2000,1242
1242,2000,2000,2000,2000,1242
1242,2000,2000,2000,2000,1242
1242,2000,2000,2000,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1482,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1242,2000,2000,1640,2000,1242
1570,2000,2000,1640,2000,1570
1570,2000,2000,1640,2000,1570
1570,2000,2000,1640,2000,1570
1570,2000,2000,1640,2000,1570
1570,2000,2000,1640,2000,1570
1570,2000,2000,1640,2000,1570
1570,2000,2000,1640,2000,1570
1570,2000,2000,1640,2000,1570
1570,2000,2000,1640,2000,1570
1570,1575,2000,1640,2000,1570
1570,1575,2000,1640,2000,1570
1570,1575,2000,1640,2000,1570
1570,1575,2000,1640,2000,1570
1570,1575,2000,1640,2000,1570
1570,1575,2000,1640,2000,1570
1570,1575,2000,1640,2000,1570
1570,1575,2000,1640,2000,1570
1570,1575,2000,1640,2000,1570
1570,1575,1494,1640,2000,1494
1570,1575,1494,1640,2000,1494
1570,1575,1494,1640,2000,1494
1570,1575,1494,1640,2000,1494
1570,1575,1494,1640,2000,1494
1570,1575,1494,1640,2000,1494
1570,1575,1494,1640,2000,1494
1570,1575,1494,1640,2000,1494
1570,1575,1494,1640,2000,1494
1570,1575,1494,1640,2000,1494
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1570,1575,1494,1382,2000,1382
1233,1575,1494,1382,2000,1233
1233,1575,1494,1382,2000,1233
1233,1575,1494,1382,2000,1233
1233,1575,1494,1382,2000,1233
1233,1575,1494,1382,2000,1233
1233,1575,1494,1382,2000,1233
1233,1575,1494,1382,2000,1233
1233,1575,1494,1382,2000,1233
1233,1575,1494,1382,2000,1233
1233,2000,1494,1382,2000,1233
1233,2000,1494,1382,2000,1233
1233,2000,1494,1382,2000,1233
1233,2000,1494,1382,2000,1233
1233,2000,1494,1382,2000,1233
1233,2000,1494,1382,2000,1233
1233,2000,1494,1382,2000,1233
1233,2000,1494,1382,2000,1233
1233,2000,1494,1382,2000,1233
1233,2000,1494,1382,2000,1233
1233,2000,1168,1382,2000,1168
1233,2000,1168,1382,2000,1168
1233,2000,1168,1382,2000,1168
1233,2000,1168,1382,2000,1168
1233,2000,1168,1382,2000,1168
1233,2000,1168,1382,2000,1168
1233,2000,1168,1382,2000,1168
1233,2000,1168,1382,2000,1168
1233,2000,1168,1382,2000,1168
1233,2000,1168,1081,2000,1081
1233,2000,1168,1081,2000,1081
1233,2000,1168,1081,2000,1081
1233,2000,1168,1081,2000,1081
1233,2000,1168,1081,2000,1081
1233,2000,1168,1081,2000,1081
1233,2000,1168,1081,2000,1081
1233,2000,1168,1081,2000,1081
1233,2000,1168,1081,2000,1081
1233,2000,1168,1081,2000,1081
1233,2000,1168,1081,1262,1081
985,2000,1168,1081,1262,985
985,2000,1168,1081,1262,985
985,2000,1168,1081,1262,985
985,2000,1168,1081,1262,985
985,2000,1168,1081,1262,985
985,2000,1168,1081,1262,985
