Time,position,speed,result
0,0.2,0.02,1
1,0.38,0.036,3
2,0.542,0.0486,4
3,0.6878,0.05832,5
4,0.81902,0.06561,5
5,0.937118,0.0708588,6
6,1.0434062,0.07440174,6
7,1.13906558,0.076527504,6
8,1.225159022,0.0774840978,6
9,1.3026431198,0.0774840978,6
10,1.37237880782,0.076709256822,6
11,1.435140927038,0.0753145430616,6
12,1.4916268343342,0.07343167948506,6
13,1.54246415090078,0.071172243193212,6
14,1.5882177358107,0.068630377364883,6
15,1.62939596222963,0.0658851622702877,6
16,1.66645636600667,0.0630026864209626,5
17,1.699810729406,0.0600378541187996,5
18,1.7298296564654,0.0570359614128597,5
19,1.75684669081886,0.0540340687069197,5
20,1.78116202173698,0.0510621949280391,5
21,1.80304581956328,0.0481443552178654,4
22,1.82274123760695,0.0452994615004461,4
23,1.84046711384625,0.042542102974332,4
24,1.85642040246163,0.0398832215384363,4
25,1.87077836221547,0.0373306953599763,4
26,1.88370052599392,0.034889842201824,3
27,1.89533047339453,0.0325638527217024,3
28,1.90579742605508,0.0303541627155869,3
29,1.91521768344957,0.0282607721834775,3
30,1.92369591510461,0.026282518130634,3
31,1.93132632359415,0.0244173071665245,3
32,1.93819369123473,0.0226623132139306,2
33,1.94437432211126,0.0210141449801902,2
34,1.94993688990014,0.0194689872610585,2
35,1.95494320091012,0.0180227196359513,2
36,1.95944888081911,0.016671015663255,2
37,1.9635039927372,0.0154094252887384,2
38,1.96715359346348,0.0142334428324926,2
39,1.97043823411713,0.0131385626146085,2
40,1.97339441070542,0.0121203240119763,2
41,1.97605496963488,0.0111743475037245,2
42,1.97844947267139,0.0102963630570033,1
43,1.98060452540425,0.0094822320245891,1
44,1.98254407286382,0.0087279635680877,1
45,1.98428966557744,0.00802972648264069,1
46,1.9858606990197,0.00738385717860221,1
47,1.98727462911773,0.00678686447054501,1
48,1.88854716620596,-0.00376456826768678,0
49,1.79969244958536,-0.0122735831029777,0
50,1.71972320462682,-0.0190431492885335,0
51,1.64775088416414,-0.0243360664059484,-1
52,1.58297579574773,-0.028379968606995,-1
53,1.52467821617295,-0.0313717297037727,-1
54,1.47221039455566,-0.033481338895125,-1
55,1.42498935510009,-0.0348553089511691,-1
56,1.38249041959008,-0.0356196716070531,-2
57,1.34424137763108,-0.0358826086422487,-2
58,1.30981723986797,-0.0357367615543345,-2
59,1.27883551588117,-0.0352612577975808,-2
60,1.25095196429305,-0.0345234871766344,-2
61,1.25095196429305,-0.0345234871766344,-2
62,1.18294398196964,-0.0312657548840877,-1
63,1.22585676786375,-0.0312657548840877,-1
64,1.16464958377267,-0.0299686192153753,-1
65,1.14818462539541,-0.0286182531315645,-1
66,1.12002954657028,-0.0258481082936845,-1
67,1.13336616285586,-0.0258481082936845,-1
68,1.10802659191325,-0.0244635929300189,-1
69,1.09722393272193,-0.0230974995561495,-1
70,1.08750153944973,-0.0217599889277538,-1
71,1.07875138550476,-0.0204590054294757,-1
72,1.07087624695428,-0.0192006187415758,0
73,1.01378862225886,-0.022989319336961,-1
74,0.96240976003297,-0.0258282736258535,-1
75,0.916168784029673,-0.0278695438635978,-1
76,0.874551905626705,-0.0292442773175348,-1
77,0.837096715064035,-0.0300653686420484,-1
78,0.803387043557631,-0.0304297989284839,-1
79,0.773048339201868,-0.0304206894712118,-1
80,0.745743505281682,-0.0301091039161093,-1
81,0.721169154753513,-0.0295556285773152,-1
82,0.699052239278162,-0.0288117572671188,-1
83,0.679147015350346,-0.0279211039331885,-1
84,0.661232313815311,-0.0269204636933731,-1
85,0.64510908243378,-0.0258407404621889,-1
86,0.630598174190402,-0.0247077572403078,-1
87,0.617538356771362,-0.0235429632581811,-1
88,0.605784521094226,-0.0223640505000766,-1
89,0.545206068984803,-0.0261854906610112,-1
90,0.490685462086323,-0.0290190022847581,-2
91,0.441616915877691,-0.0310239566771455,-2
92,0.397455224289922,-0.0323377301682079,-2
93,0.357709701860929,-0.0330785093942863,-2
94,0.321938731674836,-0.033347755473467,-2
95,0.289744858507353,-0.0332323672428686,-2
96,0.260770372656618,-0.0328065791036553,-2
97,0.234693335390956,-0.0321336249198559,-2
98,0.21122400185186,-0.0312671957817799,-2
99,0.190101601666674,-0.0302527162221205,-2
100,0.121091441500007,-0.0341284606165752,-2
101,0.0589822973500061,-0.0369265289699178,-2
102,0.00308406761500547,-0.038823699046426,-3
103,-0.0472243391464951,-0.0399721698179335,-3
104,-0.0925019052318456,-0.0405027094446752,-3
105,-0.133251714708661,-0.0405274194478892,-3
106,-0.169926543237795,-0.0401421603560137,-3
107,-0.202933888914015,-0.0394286788880344,-3
108,-0.232640500022614,-0.0384564721100908,-3
109,-0.259376450020353,-0.0372844198988556,-3
110,-0.283438805018317,-0.0359622134087665,-3
111,-0.305094924516486,-0.0345316040177067,-2
112,-0.324585432064837,-0.0330274943707711,-2
113,-0.392126888858353,-0.0364788906130457,-3
114,-0.452914199972518,-0.0389097326631576,-3
