Time,Right Motor Speed,Left Motor Speed
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,54,54
14,54,54
15,55,53
16,56,52
17,58,50
18,59,0
19,60,0
20,60,0
21,60,0
22,60,0
23,59,0
24,59,0
25,58,50
26,58,50
27,58,50
28,57,51
29,57,51
30,57,51
31,56,52
32,56,52
33,56,52
34,55,53
35,55,53
36,54,54
37,54,54
38,54,54
39,53,55
40,53,55
41,53,55
42,52,56
43,52,56
44,52,56
45,52,56
46,52,56
47,52,56
48,52,56
49,52,56
50,52,56
51,52,56
52,52,56
53,52,56
54,52,56
55,52,56
56,52,56
57,52,56
58,52,56
59,51,57
60,51,57
61,51,57
62,50,58
63,50,58
64,0,59
65,50,58
66,50,58
67,50,58
68,50,58
69,50,58
70,50,58
71,50,58
72,50,58
73,50,58
74,50,58
75,51,57
76,51,57
77,51,57
78,51,57
79,51,57
80,52,56
81,52,56
82,52,56
83,52,56
84,52,56
85,52,56
86,52,56
87,52,56
88,52,56
89,53,55
90,53,55
91,53,55
92,53,55
93,53,55
94,53,55
95,53,55
96,53,55
97,53,55
98,53,55
99,53,55
100,53,55
101,53,55
102,53,55
103,54,54
104,54,54
105,54,54
106,54,54
107,55,53
108,55,53
109,55,53
110,56,52
111,56,52
112,57,51
113,57,51
114,57,51
115,57,51
116,57,51
117,57,51
118,57,51
119,57,51
120,57,51
121,56,52
122,56,52
123,56,52
124,56,52
125,56,52
126,56,52
127,56,52
128,56,52
129,56,52
130,56,52
131,56,52
132,56,52
133,57,51
134,57,51
135,57,51
136,57,51
137,57,51
138,56,52
139,56,52
140,56,52
141,56,52
142,56,52
143,56,52
144,55,53
145,55,53
146,55,53
147,55,53
148,55,53
149,55,53
150,55,53
151,55,53
152,55,53
153,55,53
154,55,53
155,54,54
156,54,54
157,54,54
158,53,55
159,53,55
160,53,55
161,52,56
162,52,56
163,52,56
164,52,56
165,52,56
166,52,56
167,52,56
168,52,56
169,52,56
170,53,55
171,53,55
172,53,55
173,53,55
174,53,55
175,53,55
176,53,55
177,53,55
178,53,55
179,52,56
180,52,56
181,52,56
182,52,56
183,52,56
184,52,56
185,52,56
186,52,56
187,52,56
188,52,56
189,52,56
190,52,56
191,52,56
192,51,57
193,51,57
194,51,57
195,51,57
196,51,57
197,51,57
198,52,56
199,52,56
200,52,56
201,53,55
202,53,55
203,53,55
204,54,54
205,54,54
206,54,54
207,54,54
208,54,54
209,54,54
210,54,54
211,54,54
212,54,54
213,54,54
214,54,54
215,54,54
216,55,53
217,56,52
218,56,52
219,56,52
220,56,52
221,56,52
222,56,52
223,56,52
224,56,52
225,56,52
226,55,53
227,55,53
228,55,53
229,55,53
230,55,53
231,55,53
232,55,53
233,55,53
234,56,52
235,56,52
236,57,51
237,57,51
238,57,51
239,57,51
240,57,51
241,56,52
242,56,52
243,56,52
244,56,52
245,56,52
246,56,52
247,56,52
248,55,53
249,55,53
250,55,53
251,55,53
252,55,53
253,55,53
254,56,52
255,56,52
256,55,53
257,55,53
258,55,53
259,55,53
260,55,53
261,55,53
262,55,53
263,55,53
264,55,53
265,55,53
266,55,53
267,55,53
268,55,53
269,55,53
270,54,54
271,54,54
272,54,54
273,54,54
274,54,54
275,53,55
276,53,55
277,53,55
278,53,55
279,53,55
280,52,56
281,52,56
282,52,56
283,52,56
284,52,56
285,53,55
286,53,55
287,53,55
288,53,55
289,53,55
290,53,55
291,53,55
292,53,55
293,52,56
294,52,56
295,52,56
296,52,56
297,52,56
298,51,57
299,51,57
300,51,57
301,50,58
302,50,58
303,50,58
304,50,58
305,50,58
306,50,58
307,50,58
308,50,58
309,50,58
310,50,58
311,51,57
312,51,57
313,51,57
314,52,56
315,52,56
316,52,56
317,52,56
318,52,56
319,52,56
320,52,56
321,52,56
322,53,55
323,53,55
324,53,55
325,53,55
326,54,54
327,54,54
328,54,54
329,55,53
330,55,53
331,55,53
332,55,53
333,56,52
334,56,52
335,57,51
336,57,51
337,58,50
338,58,50
339,57,51
340,57,51
341,57,51
342,57,51
343,56,52
344,56,52
345,56,52
346,56,52
347,55,53
348,55,53
349,55,53
350,55,53
351,55,53
352,55,53
353,55,53
354,55,53
355,55,53
356,56,52
357,56,52
358,56,52
359,56,52
360,56,52
361,56,52
362,56,52
363,57,51
364,57,51
365,57,51
366,57,51
367,57,51
368,57,51
369,58,50
370,58,50
371,58,50
372,58,50
373,58,50
374,57,51
375,57,51
376,57,51
377,57,51
378,57,51
379,57,51
380,56,52
381,56,52
382,56,52
383,55,53
384,55,53
385,54,54
386,54,54
387,54,54
388,53,55
389,53,55
390,53,55
391,53,55
392,53,55
393,53,55
394,53,55
395,52,56
396,52,56
397,51,57
398,51,57
399,51,57
400,51,57
401,51,57
402,51,57
403,51,57
404,52,56
405,52,56
406,52,56
407,52,56
408,53,55
409,53,55
410,53,55
411,52,56
412,52,56
413,52,56
414,51,57
415,51,57
416,51,57
417,51,57
418,51,57
419,50,58
420,50,58
421,50,58
422,50,58
423,0,59
424,0,59
425,50,58
426,50,58
427,50,58
428,51,57
429,51,57
430,51,57
431,51,57
432,51,57
433,52,56
434,52,56
435,0,52
436,0,52
437,0,52
438,0,57
439,0,56
440,0,56
441,0,56
442,0,56
443,0,55
444,0,55
445,0,55
446,0,55
447,53,55
448,53,55
449,53,55
450,53,55
451,53,55
452,53,55
453,53,55
454,53,55
455,53,55
456,54,54
457,54,54
458,54,54
459,54,54
460,54,54
461,54,54
462,54,54
463,55,53
464,55,53
465,55,53
466,56,52
467,56,52
468,57,51
469,57,51
470,57,51
471,57,51
472,57,51
473,57,51
474,58,50
475,58,50
476,58,50
477,59,0
478,59,0
479,59,0
480,59,0
481,59,0
482,59,0
483,59,0
484,58,50
485,58,50
486,58,50
487,57,51
488,58,50
489,58,50
490,58,50
491,58,50
492,58,50
493,58,50
494,54,52
495,54,52
496,54,52
497,54,52
498,54,52
499,54,52
500,54,52
501,54,52
502,54,52
503,54,52
504,54,52
505,54,0
506,54,0
507,54,0
508,54,0
509,54,0
510,54,0
511,54,0
512,54,0
513,54,0
514,54,0
515,54,0
516,54,0
517,56,0
518,55,53
519,55,53
520,55,53
521,54,54
522,54,54
523,54,54
524,54,54
525,54,54
526,54,54
527,54,54
528,54,54
529,54,54
530,54,54
531,54,54
532,53,55
533,53,55
534,53,55
535,52,56
536,52,56
537,52,56
538,52,56
539,52,56
540,52,56
541,51,57
542,51,57
543,51,57
544,51,57
545,51,57
546,51,57
547,51,57
548,51,57
549,52,56
550,52,56
551,52,56
552,52,56
553,51,57
554,50,58
555,0,59
556,0,59
557,0,59
558,0,59
559,0,59
560,0,59
561,0,59
562,0,59
563,0,59
564,50,58
565,50,58
566,50,58
567,50,58
568,51,57
