Time,Right Motor Speed,Left Motor Speed
0,0,0
1,53,53
2,53,53
3,53,53
4,53,53
5,53,53
6,54,52
7,54,52
8,54,52
9,54,52
10,54,52
11,54,52
12,54,52
13,54,52
14,54,52
15,54,52
16,54,52
17,54,52
18,54,52
19,54,52
20,54,52
21,54,52
22,54,52
23,53,53
24,53,53
25,53,53
26,53,53
27,53,53
28,53,53
29,53,53
30,53,53
31,53,53
32,53,53
33,53,53
34,53,53
35,53,53
36,53,53
37,53,53
38,53,53
39,52,54
40,52,54
41,52,54
42,52,54
43,52,54
44,52,54
45,52,54
46,52,54
47,52,54
48,52,54
49,52,54
50,53,53
51,53,53
52,53,53
53,53,53
54,53,53
55,54,52
56,54,52
57,54,52
58,54,52
59,54,52
60,53,53
61,53,53
62,53,53
63,53,53
64,53,53
65,53,53
66,53,53
67,53,53
68,53,53
69,53,53
70,53,53
71,53,53
72,53,53
73,53,53
74,53,53
75,53,53
76,53,53
77,53,53
78,53,53
79,53,53
80,53,53
81,53,53
82,53,53
83,53,53
84,53,53
85,53,53
86,53,53
87,53,53
88,53,53
89,53,53
90,53,53
91,53,53
92,53,53
93,53,53
94,53,53
95,53,53
96,53,53
97,53,53
98,53,53
99,53,53
100,53,53
101,53,53
102,53,53
103,53,53
104,53,53
105,53,53
106,53,53
107,53,53
108,53,53
109,53,53
110,53,53
111,52,54
112,52,54
113,53,53
114,53,53
115,53,53
116,53,53
117,53,53
118,53,53
119,53,53
120,53,53
121,53,53
122,53,53
123,53,53
124,53,53
125,53,53
126,53,53
127,53,53
128,53,53
129,53,53
130,53,53
131,53,53
132,52,54
133,52,54
134,52,54
135,52,54
136,52,54
137,52,54
138,52,54
139,52,54
140,52,54
141,52,54
142,52,54
143,52,54
144,52,54
145,52,54
146,52,54
147,53,53
148,53,53
149,53,53
150,53,53
151,53,53
152,53,53
153,54,52
154,54,52
155,54,52
156,54,52
157,54,52
158,54,52
159,54,52
160,54,52
161,54,52
162,54,52
163,53,53
164,53,53
165,53,53
166,53,53
167,53,53
168,53,53
