Time,Right Motor Speed,Left Motor Speed
0,0,0
1,54,54
2,54,54
3,54,54
4,52,56
5,51,57
6,50,58
7,50,58
8,50,58
9,50,58
10,0,59
11,0,59
12,0,59
13,0,59
14,0,59
15,50,58
16,50,58
17,50,58
18,51,57
19,51,57
20,52,56
21,52,56
22,53,55
23,53,55
24,54,54
25,54,54
26,54,54
27,55,53
28,55,53
29,55,53
30,55,53
31,55,53
32,55,53
33,56,52
34,57,51
35,58,50
36,58,50
37,58,50
38,58,50
39,58,50
40,58,50
41,58,50
42,58,50
43,58,50
44,59,0
45,60,0
46,60,0
47,60,0
48,60,0
49,59,0
50,59,0
51,59,0
52,58,50
53,58,50
54,58,50
55,57,51
56,57,51
57,54,0
58,54,0
59,54,0
60,54,0
61,54,0
62,54,0
63,54,0
64,54,0
65,54,0
66,54,0
67,54,0
68,54,0
69,54,52
70,54,52
71,54,52
72,54,52
73,54,52
74,54,52
75,54,52
76,56,52
77,56,52
78,55,53
79,55,53
80,54,54
81,54,54
82,54,54
83,54,54
84,54,54
85,54,54
86,54,54
87,54,54
88,54,54
89,53,55
90,53,55
91,52,56
92,52,56
93,51,57
94,50,58
95,0,59
96,0,59
97,50,58
98,50,58
99,50,58
100,51,57
101,51,57
102,52,56
103,52,56
104,52,56
105,52,56
106,53,55
107,53,55
108,52,56
109,52,56
110,52,56
111,52,56
112,51,57
113,50,58
114,0,59
115,0,59
116,0,59
117,0,59
118,0,59
119,0,59
120,50,58
121,50,58
122,50,58
123,50,58
124,50,58
125,51,57
126,51,57
127,51,57
128,51,57
129,52,56
130,52,56
131,52,56
132,52,56
133,52,56
134,52,56
135,52,56
136,52,56
137,52,56
138,53,55
139,53,55
140,53,55
141,53,55
142,53,55
143,54,54
144,54,54
145,54,54
146,54,54
147,54,54
148,54,54
149,55,53
150,55,53
151,55,53
152,56,52
153,57,51
154,57,51
155,58,50
156,58,50
157,58,50
158,58,50
159,57,51
160,57,51
161,57,51
162,57,51
163,57,51
164,57,51
165,57,51
166,57,51
167,57,51
168,57,51
169,57,51
170,57,51
171,58,50
172,58,50
173,58,50
174,58,50
175,57,51
176,57,51
177,57,51
178,57,51
179,58,50
180,58,50
181,58,50
182,58,50
183,57,51
184,57,51
185,57,51
186,57,51
187,57,51
188,57,51
189,56,52
190,56,52
191,56,52
192,56,52
193,56,52
194,56,52
195,56,52
196,55,53
197,55,53
198,54,54
199,54,54
200,53,55
201,53,55
202,53,55
203,53,55
204,52,56
205,52,56
206,52,56
207,51,57
208,51,57
209,51,57
210,51,57
211,51,57
212,51,57
213,52,56
214,52,56
215,51,57
216,51,57
217,51,57
218,51,57
219,50,58
220,50,58
221,0,59
222,0,59
223,0,59
224,0,60
225,0,60
226,0,60
227,0,60
228,0,52
229,0,52
230,0,52
231,0,52
232,0,52
233,0,52
